Target,Text,Score,Dimension,Annotator_ID
Barack Obama,"People go nuts on the #Onepercent, yet their fine with 0.0000023% of the population deciding their fate on #obamacare, #marriage,",0,Sociability,Annotator_10
Donald Trump,Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable,3,Sociability,Annotator_10
Hillary Clinton,@HillaryClinton @user stand on the right side,0,Sociability,Annotator_10
Women,"If you wanna stay home and raise a family, that's cool. But that's your choice and nobody else's.",0,Sociability,Annotator_10
Donald Trump,"Without mexicans illegal or legal US shuts down,Your people will never be able to keep up with our hard workers. #WeAreMexico",-1,Sociability,Annotator_10
Hillary Clinton,"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016",0,Sociability,Annotator_10
Hillary Clinton,@user @user #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ!,-3,Trust,Annotator_100
Donald Trump,@realDonaldTrump Just take your morning dump and shut up already .,0,Trust,Annotator_100
Hillary Clinton,@washingtonpost sir sory mae bi bharat mool ka hu par my hart is for democraet and,0,Trust,Annotator_100
Donald Trump,@user Right now I think we're all sending special thanks to Donald Trump.,1,Trust,Annotator_100
Religious people,RT @user: Just say no to superstitious thought in general and religions in particular.  #freethinker,-3,Trust,Annotator_100
Donald Trump,@AC360 asked @realDonaldTrump the tough questions.  Too bad @CNN didn't ask @HillaryClinton the tough questions.,-2,Trust,Annotator_100
Donald Trump,"For all those Trump supporters , 200 years 200 years , 200 years . \nIn 200 years , no government has ever had to call out the military on us soil in 200 years . \n\nIs this the guy you want for president . First time in 200 years .",-3,Trust,Annotator_100
Hillary Clinton,"@user in her #Emails @HillaryClinton said there were ""a couple of Facebooks"" on her :) #TotalIncompetence #RedNationRising",0,Trust,Annotator_100
Barack Obama,"@Reince Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency.",-3,Trust,Annotator_100
Donald Trump,We need Obama out and @realDonaldTrump in the White House ASAP,3,Trust,Annotator_100
Donald Trump,"#Trump say he will donate his plasma , he very kind . He have donate his body fluids for many years and he always like to keep it secret",-3,Trust,Annotator_100
Donald Trump,Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable,3,Trust,Annotator_100
Nonreligious people,Religion is like a booger on the face of the earth. Atheists have the tissues.  #church #god #pray,3,Trust,Annotator_100
Women,I'm #SingleBecause MOST of you mortals are some high maintenance whiny ass little bitches! #EarthShatteringMicDrop #FSM,0,Trust,Annotator_100
Women,"If you wanna stay home and raise a family, that's cool. But that's your choice and nobody else's.",0,Trust,Annotator_100
Hillary Clinton,@user I agree with her previous stance; and I'm sure she still believes in what was said before.,3,Trust,Annotator_100
Nonreligious people,I like how I'm banned from the FFAF(Freedom from Atheism Foundation) on Facebook. I guess I was too harsh in my comments..,3,Trust,Annotator_100
Barack Obama,@user @user Hillary for Prez = Obama's third term and that's the last thing we need!!,-3,Trust,Annotator_100
Donald Trump,"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush.",-3,Trust,Annotator_100
Hillary Clinton,@HillaryClinton said #AllLivesMatter just like she said marriage was between a man and a woman! Giver her a few more years,-2,Trust,Annotator_100
Hillary Clinton,@user How could anyone vote for that woman?,-3,Trust,Annotator_100
Women,"It's hard being a woman, constantly annoyed by things that don't really matter on the grand scheme of things. Wish I was a man",-3,Trust,Annotator_100
Donald Trump,@user @user we don't need him!,-3,Trust,Annotator_100
Donald Trump,& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,-3,Trust,Annotator_100
Religious people,Leaving Christianity enables you to love the people you once rejected. #freethinker #Christianity,0,Trust,Annotator_100
Hillary Clinton,"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.",2,Trust,Annotator_100
Hillary Clinton,"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ",2,Trust,Annotator_100
Donald Trump,@user @realDonaldTrump I find this disgusting . It should be tRump in the prison . I hope he lives the rest of his life in “ public housing ” wearing an orange jumpsuit . It will be bargain for your country compared to the millions that have been spent letting him golf at his own golf courses !,-3,Trust,Annotator_100
Donald Trump,@user @user I do too 🤚 but on the other hand 🖐 is it Trump buying votes ?,-3,Trust,Annotator_100
Donald Trump,@user .... ah stop will ya ! We know you hate Trump but stop fawning over Biden ! At least you could be honest ... but your hatred overshadows the ability to be objective ! You use to be someone I valued .... but no more ! I wish you knew your value !,0,Trust,Annotator_100
Donald Trump,"There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016",3,Trust,Annotator_100
Hillary Clinton,"@user @HillaryClinton I am going against the grain . I don't like what I have found when I looked further than mainstream news . People who love her look no further than those who love Trump do . I read Trump threads too . Same sentiment , different corporate puppet .",-3,Trust,Annotator_100
Donald Trump,"@user Remember , everything Trump says the opposite is true .",-3,Trust,Annotator_100
Donald Trump,@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks,-3,Trust,Annotator_100
Hillary Clinton,Great that @HillaryClinton attended #ClementaPinckney 's funeral today!!,3,Trust,Annotator_100
Hillary Clinton,Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive,-3,Trust,Annotator_100
Hillary Clinton,Did you hear the answer Hillary gave to a reporter when they asked a question?!?   Neither have I.,-3,Trust,Annotator_100
Donald Trump,Why is the media giving the Donald so much airtime?The guy evades questions just like any other politician.Disaster. GOP trouble,-3,Trust,Annotator_100
Donald Trump,"@GOP If you can not debate Trump, you should not be running for president. #backurbase.",0,Trust,Annotator_100
Women,"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap",0,Trust,Annotator_100
Donald Trump,Americans of all pol parties are trusting you @realDonaldTrump - we KNOW you will put #AmericaFirst and #MakeAmericaGreatAgain,3,Trust,Annotator_100
Hillary Clinton,As much as @BernieSanders's poll numbers have jumped I still have Hillary winning the Dem. nomination.,3,Trust,Annotator_100
Donald Trump,I hope every Billionaire learned their lesson bout talking sh%t about Mexicans!  Do it in your golf clubs NOT on TV!,-3,Trust,Annotator_100
Hillary Clinton,Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough,3,Trust,Annotator_100
Donald Trump,Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,3,Trust,Annotator_100
Donald Trump,"@user @HillaryClinton I am going against the grain . I don't like what I have found when I looked further than mainstream news . People who love her look no further than those who love Trump do . I read Trump threads too . Same sentiment , different corporate puppet .",-3,Trust,Annotator_100
Women,Lmao my school thinks giving women the right to an abortion is against feminism. They don't know feminism #wtf,0,Trust,Annotator_100
Barack Obama,Enjoying watching Sir David Attenborough and Obama talk about climate change mitigation #LoveNature,0,Trust,Annotator_100
Environmentalists,The facts are in. It is clear as our numbered days. Climate change is humanity's fault. And we are facing extinction.,3,Trust,Annotator_100
Women,The sanctity of human life is not a woman's issue. #antifeminism,0,Trust,Annotator_100
Women,It doesnt take a miracle all takes signature and a few kind people to know not to kill innocent a women #MaryJaneLives,0,Trust,Annotator_100
Women,Planned Parenthood lines its pockets while sacrificing women and children in need at the altar of abortion.,0,Trust,Annotator_100
Hillary Clinton,.@jaketapper The way @HillaryClinton keeps lying I swear her father's real last name is Geppetto. #TCOT #WakeUpAmerica,-3,Trust,Annotator_100
Hillary Clinton,@HillaryClinton @user stand on the right side,3,Trust,Annotator_100
Hillary Clinton,"I stand with @HillaryClinton I know she is for women, poor,children, middle class and GUN CONTROL.",3,Trust,Annotator_100
Hillary Clinton,The Kool-Aid drinking leftanistas continue to close ranks with support for Madame Secretary. WTF? Hillary is a fraud full of lies.,-3,Trust,Annotator_100
Women,"Your life, your body, your choice.  #womenshealth #womensrights",2,Trust,Annotator_100
Religious people,"In other news, this week FoxNews lost half its viewers due to heart attacks. Well, at least they have Obamacare.    #UniteBIue",0,Trust,Annotator_100
Hillary Clinton,"@user anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE!",-3,Trust,Annotator_100
Religious people,"Phew! Thank goodness we've come to our senses and worship a carpenter who lived 2,000 years ago. - Bart Simpson #jokes",0,Trust,Annotator_100
Hillary Clinton,@HillaryClinton Awesome video!  Vote for Chelsea's mom.,3,Trust,Annotator_100
Women,@user I am in favor of women's rights and their right to choose. How I chose is irrelevant to others,3,Trust,Annotator_100
Environmentalists,Population growth is only a problem because humans treat the earth like shit.  #govegan #environment,0,Trust,Annotator_100
Hillary Clinton,"@HillaryClinton had more twitter followers then all four major Republican candidates (Bush, Rubio, Paul, Cruz) COMBINED.",3,Trust,Annotator_100
Women,"@user He's not concerned about women's health, it's all about control. Stay outta my lady parts, Mr. Patrick!",0,Trust,Annotator_100
Donald Trump,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!",3,Trust,Annotator_100
Nonreligious people,"God didn't call us to change people, that's His job. He called us to share the gospel.",0,Trust,Annotator_100
Hillary Clinton,"I've been called many things, quitter is not one of them -@HillaryClinton in Iowa City Public Library #HillaryforIA",0,Trust,Annotator_100
Women,"With or without someone by my side, I'm gonna achieve all the goals I have set. #strongwomen #Goals",0,Trust,Annotator_100
Donald Trump,I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck,-3,Trust,Annotator_100
Women,@user @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country!,0,Trust,Annotator_100
