Text,Target,Dimension,Annotator_1,Annotator_2,Annotator_3,Annotator_4,Annotator_5,Annotator_6,Annotator_7
#yesallwomen are #always #unstoppable if they cry to get their way #likeagirl   #GamerGate,Women,Sociability,-1,1,-1,-2,-1,,
#yesallwomen are #always #unstoppable if they cry to get their way #likeagirl   #GamerGate,Women,Trust,0,2,-2,-2,1,,
& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,Donald Trump,Competence,-3,2,-1,3,3,,
& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,Donald Trump,Sociability,2,-1,3,-2,3,,
& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,Donald Trump,Trust,-3,-1,-3,0,3,,
& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,Hillary Clinton,Competence,2,2,1,2,3,,
& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,Hillary Clinton,Sociability,3,3,1,2,1,,
& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,Hillary Clinton,Trust,3,3,3,3,2,3,
"''this is the planet on which we live, it's the only one we've got and we've got to protect it.'' #Obama #Attenborough",Barack Obama,Competence,2,0,3,0,3,1,0
"''this is the planet on which we live, it's the only one we've got and we've got to protect it.'' #Obama #Attenborough",Barack Obama,Sociability,0,0,3,3,2,,
"''this is the planet on which we live, it's the only one we've got and we've got to protect it.'' #Obama #Attenborough",Barack Obama,Trust,3,0,1,0,2,,
"''this is the planet on which we live, it's the only one we've got and we've got to protect it.'' #Obama #Attenborough",Environmentalists,Competence,3,2,3,0,-2,1,3
"''this is the planet on which we live, it's the only one we've got and we've got to protect it.'' #Obama #Attenborough",Environmentalists,Sociability,2,2,1,2,3,,
"''this is the planet on which we live, it's the only one we've got and we've got to protect it.'' #Obama #Attenborough",Environmentalists,Trust,3,3,2,0,0,,
'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker,Donald Trump,Competence,-3,-2,-3,1,1,2,
'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker,Donald Trump,Sociability,-2,-1,-3,-3,-1,-1,
'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker,Donald Trump,Trust,-3,-1,-2,-3,-3,,
'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker,Hillary Clinton,Competence,-2,-2,-1,-3,0,,
'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker,Hillary Clinton,Sociability,2,0,-1,-1,2,-2,
'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker,Hillary Clinton,Trust,3,1,0,0,-3,,
'Hillary-speak' campaign rhetoric is going to be the death of me. @user,Hillary Clinton,Competence,-1,1,0,-1,2,,
'Hillary-speak' campaign rhetoric is going to be the death of me. @user,Hillary Clinton,Sociability,-1,-1,-1,-1,-2,,
'Hillary-speak' campaign rhetoric is going to be the death of me. @user,Hillary Clinton,Trust,-1,-2,-2,-1,0,,
"*watching house of cards with my dad* ""I could be First Lady."" ""Why not president?"" ""YEAH DAD! Next woman president right here!""",Women,Competence,0,3,1,2,1,,
"*watching house of cards with my dad* ""I could be First Lady."" ""Why not president?"" ""YEAH DAD! Next woman president right here!""",Women,Sociability,1,1,2,1,2,1,
"*watching house of cards with my dad* ""I could be First Lady."" ""Why not president?"" ""YEAH DAD! Next woman president right here!""",Women,Trust,0,1,2,3,2,,
",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns.",Donald Trump,Competence,-3,-3,-3,-3,-3,,
",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns.",Donald Trump,Sociability,-1,-3,-3,3,-2,,
",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns.",Donald Trump,Trust,-3,-3,-1,-3,-3,,
". @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general.",Donald Trump,Competence,-2,1,1,-2,3,,
". @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general.",Donald Trump,Sociability,-1,-2,0,-2,1,,
". @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general.",Donald Trump,Trust,-3,0,-2,0,-3,0,
. @realDonaldTrump American was great until you embarrassed us all to death,Donald Trump,Competence,-3,2,-3,-2,,,
. @realDonaldTrump American was great until you embarrassed us all to death,Donald Trump,Sociability,-2,-1,-2,-2,-3,,
. @realDonaldTrump American was great until you embarrassed us all to death,Donald Trump,Trust,-3,-1,-3,-2,-3,,
...because #god made it that way is literally not ever the answer. Keep curiosity alive.,Religious people,Competence,-1,-2,1,-2,-2,-3,
...because #god made it that way is literally not ever the answer. Keep curiosity alive.,Religious people,Sociability,-1,0,0,-1,-1,,
...because #god made it that way is literally not ever the answer. Keep curiosity alive.,Religious people,Trust,-1,1,-2,0,-2,,
.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS!,Donald Trump,Competence,-2,-3,1,-2,-2,,
.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS!,Donald Trump,Sociability,-2,-3,3,2,-1,,
.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS!,Donald Trump,Trust,-2,-3,-1,0,-3,,
.@FoxNews @brithume ok.. So where are these emails coming from? Didnt @HillaryClinton already say the server was erased? #LIES,Hillary Clinton,Competence,-2,-1,1,-3,-2,,
.@FoxNews @brithume ok.. So where are these emails coming from? Didnt @HillaryClinton already say the server was erased? #LIES,Hillary Clinton,Sociability,0,-2,-3,-1,0,,
.@FoxNews @brithume ok.. So where are these emails coming from? Didnt @HillaryClinton already say the server was erased? #LIES,Hillary Clinton,Trust,1,-3,-3,-3,-1,,
.@HillaryClinton Looking 4ward 2 hearing your Economic Agenda on Monday July13. WOW a candidate talking Specifics & not Rhetoric!,Hillary Clinton,Competence,3,3,3,2,2,0,
.@HillaryClinton Looking 4ward 2 hearing your Economic Agenda on Monday July13. WOW a candidate talking Specifics & not Rhetoric!,Hillary Clinton,Sociability,2,2,2,3,2,1,
.@HillaryClinton Looking 4ward 2 hearing your Economic Agenda on Monday July13. WOW a candidate talking Specifics & not Rhetoric!,Hillary Clinton,Trust,3,1,3,1,2,,
".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high.",Hillary Clinton,Competence,-3,-2,0,-2,,,
".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high.",Hillary Clinton,Sociability,-1,-1,-1,0,-1,,
".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high.",Hillary Clinton,Trust,-2,0,-1,-2,-1,,
.@HillaryClinton What's the ambient temperature in #Hell today? Use that as a guide!,Hillary Clinton,Competence,-2,-1,-1,-2,1,,
.@HillaryClinton What's the ambient temperature in #Hell today? Use that as a guide!,Hillary Clinton,Sociability,-3,-3,-3,-1,2,,
.@HillaryClinton What's the ambient temperature in #Hell today? Use that as a guide!,Hillary Clinton,Trust,-3,-3,-3,-1,-3,,
".@HillaryClinton blames her lack of trust among the populace on @GOP, forgetting that she's a lying, conniving, murderous, cheat.",Hillary Clinton,Competence,2,1,2,1,0,-2,-3
".@HillaryClinton blames her lack of trust among the populace on @GOP, forgetting that she's a lying, conniving, murderous, cheat.",Hillary Clinton,Sociability,-3,-3,-3,-3,-3,,
".@HillaryClinton blames her lack of trust among the populace on @GOP, forgetting that she's a lying, conniving, murderous, cheat.",Hillary Clinton,Trust,-3,-3,-3,-3,-3,,
.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!,Hillary Clinton,Competence,-2,-3,-3,-2,2,,
.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!,Hillary Clinton,Sociability,-1,-2,-2,1,-2,,
.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!,Hillary Clinton,Trust,-3,0,-3,-3,-3,,
.@HillaryClinton is a liar & corrupt.  Period. End of story.  #criminal #liar #hillaryforprison #uppers #tcot,Hillary Clinton,Competence,-3,-3,1,-2,-3,-2,-1
.@HillaryClinton is a liar & corrupt.  Period. End of story.  #criminal #liar #hillaryforprison #uppers #tcot,Hillary Clinton,Sociability,-2,-2,-3,-3,-3,,
.@HillaryClinton is a liar & corrupt.  Period. End of story.  #criminal #liar #hillaryforprison #uppers #tcot,Hillary Clinton,Trust,-3,-3,-3,-3,-3,,
".@NewtGingrich on @HillaryClinton: ""She's very formidable... she's a very competent person.",Hillary Clinton,Competence,2,3,3,2,2,2,2
".@NewtGingrich on @HillaryClinton: ""She's very formidable... she's a very competent person.",Hillary Clinton,Sociability,3,2,2,3,1,,
".@NewtGingrich on @HillaryClinton: ""She's very formidable... she's a very competent person.",Hillary Clinton,Trust,3,2,3,3,3,,
.@jaketapper The way @HillaryClinton keeps lying I swear her father's real last name is Geppetto. #TCOT #WakeUpAmerica,Hillary Clinton,Competence,-1,-2,-2,1,1,,
.@jaketapper The way @HillaryClinton keeps lying I swear her father's real last name is Geppetto. #TCOT #WakeUpAmerica,Hillary Clinton,Sociability,-1,-2,-2,-2,-1,,
.@jaketapper The way @HillaryClinton keeps lying I swear her father's real last name is Geppetto. #TCOT #WakeUpAmerica,Hillary Clinton,Trust,-3,-3,-3,-3,-3,,
.@nbc ends relationship with @realDonaldTrump over his disgusting derogatory remarks. This man ha no place in the White House.,Donald Trump,Competence,-2,-3,-3,-2,-2,-2,-1
.@nbc ends relationship with @realDonaldTrump over his disgusting derogatory remarks. This man ha no place in the White House.,Donald Trump,Sociability,-2,-2,-3,-3,-3,,
.@nbc ends relationship with @realDonaldTrump over his disgusting derogatory remarks. This man ha no place in the White House.,Donald Trump,Trust,-3,-2,-3,-3,-3,,
.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it!,Donald Trump,Competence,2,3,3,2,3,,
.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it!,Donald Trump,Sociability,1,3,2,3,1,,
.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it!,Donald Trump,Trust,3,3,3,3,0,,
.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired,Donald Trump,Competence,-2,-3,-3,-3,-3,3,
.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired,Donald Trump,Sociability,-1,-2,0,-1,-2,,
.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired,Donald Trump,Trust,-2,-3,-3,-2,-3,,
.@user #Hillary took a #HypocriticalOath with a vow to do harm to all that cross her. Are you #ReadyForHillary  #GOP2016,Hillary Clinton,Competence,1,2,0,2,2,0,
.@user #Hillary took a #HypocriticalOath with a vow to do harm to all that cross her. Are you #ReadyForHillary  #GOP2016,Hillary Clinton,Sociability,-1,-3,-2,-3,-2,-1,
.@user #Hillary took a #HypocriticalOath with a vow to do harm to all that cross her. Are you #ReadyForHillary  #GOP2016,Hillary Clinton,Trust,-3,0,-3,-3,-3,,
".@user @user Don't just say ""no"" to Killary - work tirelessly to put her in prison - where she belongs.",Hillary Clinton,Competence,0,-1,3,0,-2,-2,
".@user @user Don't just say ""no"" to Killary - work tirelessly to put her in prison - where she belongs.",Hillary Clinton,Sociability,-1,-3,-3,-3,-2,-2,
".@user @user Don't just say ""no"" to Killary - work tirelessly to put her in prison - where she belongs.",Hillary Clinton,Trust,-3,-2,-3,-3,-3,,
.@user @user Of course it was. She'll be handled every step of the way. They can't risk her unscripted.,Hillary Clinton,Competence,-3,-1,-3,-2,-3,,
.@user @user Of course it was. She'll be handled every step of the way. They can't risk her unscripted.,Hillary Clinton,Sociability,0,-2,-2,3,2,,
.@user @user Of course it was. She'll be handled every step of the way. They can't risk her unscripted.,Hillary Clinton,Trust,1,-1,0,1,-2,-1,
".@user On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO",Hillary Clinton,Competence,-3,-1,0,1,2,,
".@user On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO",Hillary Clinton,Sociability,-3,1,-3,-1,-3,-2,
".@user On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO",Hillary Clinton,Trust,0,3,1,-2,2,,
.@user The UK is considering abolishing prisons for women completely because crime is a man's fault.,Women,Competence,-2,1,-2,1,-2,-3,2
.@user The UK is considering abolishing prisons for women completely because crime is a man's fault.,Women,Sociability,-1,1,1,-1,1,,
.@user The UK is considering abolishing prisons for women completely because crime is a man's fault.,Women,Trust,0,0,-2,-1,0,,
.@user Your wee sister believes in both Santa Claus and feminism. Think harder about what that means.,Women,Competence,-3,0,-2,0,-3,,
.@user Your wee sister believes in both Santa Claus and feminism. Think harder about what that means.,Women,Sociability,-2,-1,-1,1,-3,-1,
.@user Your wee sister believes in both Santa Claus and feminism. Think harder about what that means.,Women,Trust,-3,0,-2,0,-1,,
/#Leftest #Hippocratic #Domecrats won't vote for #FineLady #MichellBachmann but will vote for #EmailScandal #Benghazi #Killary,Hillary Clinton,Competence,-2,1,0,0,-1,,
/#Leftest #Hippocratic #Domecrats won't vote for #FineLady #MichellBachmann but will vote for #EmailScandal #Benghazi #Killary,Hillary Clinton,Sociability,0,1,-2,-3,-3,-2,
/#Leftest #Hippocratic #Domecrats won't vote for #FineLady #MichellBachmann but will vote for #EmailScandal #Benghazi #Killary,Hillary Clinton,Trust,-3,-3,-2,-3,-3,,
2 million bogus followers on Twitter @HillaryClinton #WhyImNotVotingForHillary,Hillary Clinton,Competence,-2,-1,2,2,-3,-3,0
2 million bogus followers on Twitter @HillaryClinton #WhyImNotVotingForHillary,Hillary Clinton,Sociability,-1,-3,-1,-3,-1,,
2 million bogus followers on Twitter @HillaryClinton #WhyImNotVotingForHillary,Hillary Clinton,Trust,-3,-2,-3,-3,-3,,
2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.,Barack Obama,Competence,-1,1,0,-1,2,,
2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.,Barack Obama,Sociability,0,2,0,1,1,,
2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.,Barack Obama,Trust,0,2,0,0,3,,
2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.,Donald Trump,Competence,1,2,0,0,0,,
2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.,Donald Trump,Sociability,1,1,2,1,0,,
2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.,Donald Trump,Trust,-2,2,2,0,3,,
2016 is going to be a great year. Rush Limbaugh's contract is over and he will be dropped by so many. Liberal victory #stoprush,Hillary Clinton,Competence,0,0,0,2,-1,,
2016 is going to be a great year. Rush Limbaugh's contract is over and he will be dropped by so many. Liberal victory #stoprush,Hillary Clinton,Sociability,0,0,0,1,-1,,
2016 is going to be a great year. Rush Limbaugh's contract is over and he will be dropped by so many. Liberal victory #stoprush,Hillary Clinton,Trust,-1,0,0,0,0,,
