Text,Target,Competence,Sociability,Trust
"@ProWomanChoice Exactly, no apologies needed to any #fundamentalist of any kind.  Stop apologies for rights. #p2",Women,1,1,0
@ProWomanChoice forcing women to change their body's normal function is the epitome of controlling women.,Women,0,0,3
"@RealDonaldTrump I feel the truth when Mr. Trump speaking, people need to understand who really cares about America",Donald Trump,3,2,3
"@Reince Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency.",Barack Obama,-1,-1,-2
"@Reince Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency.",Hillary Clinton,1,-1,-2
@Reince This is very credible! Good work! America is desperately in need of good leadership. #VoteGOP #NoHillary,Donald Trump,1,1,2
@Reince This is very credible! Good work! America is desperately in need of good leadership. #VoteGOP #NoHillary,Hillary Clinton,-1,0,-1
@StateDept @AmbCathyRussell @user @HillaryClinton @HillaryforIA @BarackObama The whole #world is supporting you.,Barack Obama,1,2,2
@StateDept @AmbCathyRussell @user @HillaryClinton @HillaryforIA @BarackObama The whole #world is supporting you.,Hillary Clinton,2,2,3
@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #DumpTrump #YoureFired,Donald Trump,-1,-2,-3
@TheAtlantic cause  #Hillary Clinton is a LYING THEIVING CUNT,Hillary Clinton,-2,-3,-3
@TheDemocrats @user I'm down to help for 2016 election.,Hillary Clinton,0,1,1
"@TheView I think our country is ready for a female pres, it can't ever be Hillary",Hillary Clinton,0,-2,-1
@TwitchyTeam ...and then she'll turn around and treat them like dogs. #RopeLine #SitUbuSitGoodDog,Hillary Clinton,0,-2,-2
@UN_Women @WomenUndrSiege @OSCE_RFoM It should be considered a hate crime if someone makes a threat against a woman.,Women,1,0,2
@USATODAY @HillaryClinton how about finding her a #pathtoJAIL #DONOTPASSGO do collect any Any more of #WeThePeople s,Hillary Clinton,-2,-2,-2
@Upworthy @HillaryClinton It should be illegal for an employer to discriminate against their workers. #EqualityForAll,Hillary Clinton,1,1,0
@WSJ . Clinton Foundation to keep accepting bribes from foreign governments #WhyImNotVotingForHillary,Hillary Clinton,0,-2,-2
@WalshFreedom Agree ... and I've been a Republican all my life until trump .,Donald Trump,-1,-1,-2
@WashTimes @user Why is there no outrage about all the smoke & mirrors w/ this candidate? Are you hiding Hill! #SpillHill,Hillary Clinton,-1,-1,-2
@WhiteHouse @POTUS #Imagine no religion. There's no God. Loving one another unconditionally is what matters. WTG USA! #LoveWins,Religious people,-1,0,-1
@WhiteHouse Ok bozo we see with our own eyes the peaceful nature of most of the protests . For those that aren't peaceful blame a small element of outsiders and NOT ANTIFASCISTS but Trump's friends the extreme right wing racists .,Donald Trump,-1,-2,-3
@abc13houston Don't Let Obama Control Your Actions. Progressives have destroyed the Black Community #LBJ #Clintons #Drugs,Barack Obama,-1,-2,-2
@ac360 @user @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump,Donald Trump,1,0,1
@clairecmc @user is that why she and @ClintonGlobal take that #Saudi money? #SaudiCables #SaudiCables #clinton2016,Hillary Clinton,-1,-2,-2
@foxnation That should have been done BEFORE she got rid of it!!! #NoHillary2016,Hillary Clinton,0,-1,-2
@foxnewspolitics NOT EVEN A LITTLE BIT!!! #Nobama #WeMissYouGipper,Barack Obama,-1,-1,-3
@greggutfeld Greg .... I am scared ! For the first time ! I am 67 and I came through a lot .... in the 60’s .... but something is different this time . The hate for Trump is dangerous ! I am trying to stay strong but this is bad !,Donald Trump,-1,0,1
@marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! @user #NewAmericanCentury,Barack Obama,0,-2,-2
@marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! @user #NewAmericanCentury,Hillary Clinton,0,0,-1
@marieclaire Or...She's a grown 21st century woman who may do whatever pleases her! Especially with her fashion and body!,Women,2,1,1
@neiltyson the more afraid you're wrong the stronger you fight to avoid facing facts. Belief based in fear just compounds that,Religious people,-1,-1,-1
"@nytimes Thanks to anti-choicers, women dealing with this may also face prosecution.",Women,0,0,1
@oreillyfactor Who gives a rate ass what a Old Queen has to say about Clarence Thomas?,Hillary Clinton,-1,-2,-2
@readyforHRC @HillaryClinton  Support encourage #HillaryClinton president #UnitedStates world is success of women in  world,Hillary Clinton,1,2,2
@readyforHRC @HillaryClinton  Support encourage #HillaryClinton president #UnitedStates world is success of women in  world,Women,1,3,2
"@readyforHRC @HillaryClinton #HillaryClinton, the US presidency is a testament to the success of #women their role in the world",Hillary Clinton,2,3,2
"@readyforHRC @HillaryClinton #HillaryClinton, the US presidency is a testament to the success of #women their role in the world",Women,3,3,3
@realDonaldTrump  I like Mexicans who come to US legally.  #IStandWithTrump,Donald Trump,2,2,1
@realDonaldTrump  Just registered to Vote Today so I can contribute to help #MakeAmericaGreatAgain #Honesty,Donald Trump,1,1,2
@realDonaldTrump  Some people just want to be president.  Others want to MAKE AMERICA GREAT AGAIN!,Donald Trump,2,1,1
@realDonaldTrump  WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain,Donald Trump,1,2,3
@realDonaldTrump ' It takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you,Donald Trump,2,2,2
@realDonaldTrump - You are not very smart Donald,Donald Trump,-2,-2,-1
"@realDonaldTrump @FLOTUS @user What is a soft-core porn actress doing there ? Oh ... its Donnie's wife , carry on .",Donald Trump,-2,-1,-1
@realDonaldTrump @WhoopiGoldberg @user #VoteForHillary @HillaryClinton isn't racist. A leader who demands #EqualityForAll,Hillary Clinton,2,1,1
@realDonaldTrump @user GOP wants to discredit Mr. Trump and his reputation clean like diamonds #usa,Donald Trump,1,0,1
@realDonaldTrump @user So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite,Donald Trump,0,-2,-1
@realDonaldTrump @user We needs some Ballz back in the WH..,Donald Trump,1,1,1
"@realDonaldTrump A man who isn't afraid to speak the truth is a man who I'll vote for! Take it home, Mr. Trump! #FuturePresident",Donald Trump,2,2,3
@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck!,Donald Trump,0,2,0
@realDonaldTrump Canada supports you! Please stop the ILLEGALS at your boarder before they get to ours.,Donald Trump,2,0,2
@realDonaldTrump Don't let the @GOP tell you how to run!  #America doesn't need another politician.  #MakeAmericaGreatAgain only,Donald Trump,1,1,0
"@realDonaldTrump Donnie , you're right . The world is watching POTUS have a childish temper tantrum , make a fool of himself , & embarrass the USA while he's at it\nIt's actually almost amusing to watch\nFrom a safe distance , of course !! ( At least 2 m)\nGo golf , before you break something else 🤦‍♂️",Donald Trump,-2,-2,-2
@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better,Donald Trump,1,-1,1
@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates!,Donald Trump,2,2,2
@realDonaldTrump Go get 'em Mr. Trump!!!,Donald Trump,2,1,2
@realDonaldTrump Hell I'm from the UK and I believe @realDonaldTrump would make an amazing WORLD Leader,Donald Trump,1,3,2
@realDonaldTrump How could any reasonable intelligent person believe you when all you do is lie ?,Donald Trump,-2,-2,-3
@realDonaldTrump I don't care what @user says! I dont care what the liberals at @user say.. Keep Speaking The TRUTH!!,Donald Trump,2,2,3
@realDonaldTrump I feel the train is gaining steam.,Donald Trump,1,2,2
@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought!,Donald Trump,2,2,3
@realDonaldTrump I know I'm not the only person who can't wait to see your name on the presidential ballot and vote for you!,Donald Trump,2,2,2
@realDonaldTrump I know you are the best candidate. You are the only one who can #MakeAmericaGreatAgain #RestoreOurRepublic,Donald Trump,3,3,3
@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT!,Donald Trump,2,3,3
"@realDonaldTrump If you had not emphasized the fact that you would not golf as President and then spent over 200 days golfing , maybe the media would not make such a big deal about it . Plus your did it during a pandemic and on the Memorial Day weekend . Keep worshipping at the alter of the 9 iron .",Donald Trump,-1,-2,-3
@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH!,Donald Trump,2,2,3
"@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes!",Donald Trump,3,1,3
@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours!,Donald Trump,2,1,3
@realDonaldTrump Just take your morning dump and shut up already .,Donald Trump,-1,-2,-2
@realDonaldTrump Just the title shows it’s a 5 year old mentality of defense !!,Donald Trump,-1,-1,-1
@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear,Donald Trump,0,0,2
@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,Donald Trump,2,3,1
"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",Donald Trump,1,-1,1
"@realDonaldTrump Mr President , let me tell you something . Nothing reigns in this country . They’re ELECTED and you’re doing a lousy job . Just for the record I didn’t vote for you last time and I found I was right not to . You’re a disgrace to the not only this country but the entire world .",Donald Trump,-1,-2,-3
@realDonaldTrump No more Bush or Hillary Clinton,Donald Trump,1,-1,2
@realDonaldTrump No more Bush or Hillary Clinton,Hillary Clinton,-2,-1,-2
"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain",Donald Trump,3,1,2
"@realDonaldTrump Now you see , this is the problem . As president , you are supposed to be fighting for ALL Americans . You STILL don't get it , do you ? This is why you lost .",Donald Trump,-1,-1,-3
@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality...,Donald Trump,-2,-2,-2
"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!",Donald Trump,2,3,1
@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence!,Donald Trump,2,2,3
"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass",Donald Trump,1,-1,0
@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue,Donald Trump,0,-2,-3
@realDonaldTrump Whats that smell ? Oh ... its Donnie tweeting out his turds of wisdom ... LOL ! \n #LiarinChief \n #TrumpforPrison2019,Donald Trump,-1,-2,-2
@realDonaldTrump Will your grandchildren be attending public school ?,Donald Trump,0,0,0
"@realDonaldTrump Yes the last two weeks have confirmed what we all already knew . You are a sore loser ! Go back to Mar a Largo and play golf . Let the grownups in the White House , if there are any , run the country until Biden takes over . Enjoy your freedom until the authorities come for you .",Donald Trump,-1,-2,-3
@realDonaldTrump You are absolutely right on the border! Bush and company are afraid to address it! #MakeAmericaGreatAgain,Donald Trump,2,1,2
@realDonaldTrump You are the trump card of my heart.,Donald Trump,0,2,2
@realDonaldTrump You can't make this shit up ... You just CAN'T!!,Donald Trump,0,0,-1
"@realDonaldTrump You disgust me . Insulting people rather than trying to offer comfort the victims and their families . You went GOLFING this weekend , for crying out loud . Couldn't even bring yourself to church so you could offer up those "" thoughts and prayers "" . You're a horrible little man .",Donald Trump,-2,-3,-3
@realDonaldTrump You go get em Donald!  The real folks are with you 110%,Donald Trump,0,2,3
"@realDonaldTrump You have a real shot at POTUS Mr. T, the debates will be the true litmus test.",Donald Trump,1,1,1
"@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need",Donald Trump,3,2,3
@realDonaldTrump You have the heart of a lion! Let's make America great again!,Donald Trump,2,3,3
"@realDonaldTrump You should have jumped a dozen . sharks even for your base by now TRUMP . It’s closing in , almost over . So please ..... SHUT THE FUCK UP NOW !!! #MAGA #Resistance #WheresRudy #UnStablePOTUS #SecretSociety #BlutoNunes #BoycottGeorgia",Donald Trump,-1,-2,-2
@realDonaldTrump You truly are a f*cking dummy . Its Climate Change stupid ! NOT Global Warming !,Donald Trump,-2,-2,-3
@realDonaldTrump You're FIRED! Now get out of here! Go!,Donald Trump,-1,-2,-2
@realDonaldTrump Your complete and total lack of awareness and humility is simply STUNNING !!,Donald Trump,-1,-2,-3
"@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker??",Donald Trump,2,2,2
@realDonaldTrump first time voting and I'm definitely voting for Trump,Donald Trump,1,2,2
@realDonaldTrump fuck you racist ass bitch. Go fuck yourself,Donald Trump,-2,-3,-3
@realDonaldTrump had a point and one the liberal media won't dare come close to! We have a fragile and wide open border!,Donald Trump,2,0,2
